age,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30
52.0,-0.48676646,0.09544347,1.0883899,0.56290734,-0.2688741,0.5530333,0.5179726,0.101173304,-0.9122814,0.22436026,0.12618586,0.19010946,-0.051298745,-0.53412324,-0.4275063,0.0541949,-0.39535773,0.5546024,0.29846218,0.9157571,0.39972565,0.01619994,0.5576062,0.31293395,0.1941247,0.481586,0.3052652,-0.6641045,-0.5461218,0.8361125
18.0,-0.17389317,-0.15479314,-1.0477833,2.6570323,1.7604542,-0.7379522,-0.8744557,-2.6766517,-0.45157644,-1.0688223,-3.0441346,-1.7972963,0.46800995,-1.0206809,-1.8479415,-2.7654235,-1.593002,1.1348687,0.9907305,-0.17354745,0.49320537,1.0226425,0.75959337,-1.1176143,-2.1539798,0.7894837,-0.15492535,0.96033716,0.17728412,1.143158
26.0,-0.6618728,0.54308194,-0.085780576,-0.7724764,-0.19763587,-0.016389033,-0.1437332,0.13218279,1.208169,-0.55961555,0.24040234,0.22093737,0.24892029,0.35613456,-0.24324769,-0.4027454,-0.8060077,-0.8197007,-0.56755984,-0.6193227,0.2539802,-0.09535449,-0.4535813,-0.25794747,1.067532,-0.0773852,-0.023669127,0.31020465,-0.24792613,-0.67389774
16.0,0.59137607,-1.2091323,0.65480816,1.163144,3.2605288,-3.5950058,0.028342351,-0.036899053,0.037418798,-0.26973876,-1.6128482,-1.1016732,-0.06755722,-0.34358126,-0.17970124,-3.1157918,0.90676093,-1.0466582,-0.84338814,2.868548,1.8070812,-0.7154676,-0.9238787,1.1179222,1.1197541,-0.0757312,-0.30676407,4.237457,1.4697411,1.8387593
25.0,1.7311525,-1.3685511,3.192061,-3.357944,0.8446601,-3.6685565,-1.9045321,0.8901558,0.2836526,0.54308915,-2.1085763,3.7398517,-0.4461611,-0.6481661,-0.06773874,-2.0378404,-3.1851041,0.09920612,4.888737,2.0339386,-1.0045998,-3.3369737,5.027146,-1.5010295,-0.18684062,-0.08893405,-0.6304535,-2.5899365,3.3389218,-2.9501808
30.0,-0.90226144,0.500539,-0.99116796,-0.28482777,0.9530784,0.21425737,-0.18782066,0.7945939,0.63094306,0.067603566,-0.5446621,-0.50329655,0.78926855,0.9717673,0.5472737,-0.4453278,-0.06991776,-0.30669177,0.4473687,0.41050857,0.77572,-0.2909498,-0.3536903,0.49354032,0.35659975,0.26058003,1.15549,0.08752269,-0.45590076,0.39916763
60.0,0.39056006,0.76859176,0.9975461,0.9220929,0.34571648,0.91952103,0.40609744,-0.26840797,-0.27173313,-0.7082942,-0.043565523,0.19705567,0.2803183,0.993757,0.487895,-0.40179455,-0.87684286,-1.901345,-0.1441178,0.3658901,-0.40125403,0.20647296,-0.61989224,0.3280324,-0.20956108,0.17537993,0.109710865,-0.67237127,0.062286787,-0.13264488
35.0,-0.6036166,0.3043628,0.80981785,0.23177704,0.388339,-0.4657629,0.19243126,0.38743284,-1.1311725,-0.9681536,0.9248175,1.1495775,-0.6202979,0.47043455,0.6878329,0.3450652,-1.2453434,0.20745116,-0.99033654,-0.43768317,1.5633421,0.29705483,-1.0393696,0.18060265,1.1591731,-0.05407157,-0.2474267,0.5474894,1.305483,0.14606595
18.0,-1.2137604,-0.76207197,-0.70252454,-0.97576,0.3474065,-0.07359831,-0.54819,-0.8536015,-0.9662516,0.446991,0.1901476,-0.86541355,-1.050456,-0.9491918,0.26975703,-0.6665334,0.5936314,0.028381288,0.27412298,-0.4959278,0.58743405,-0.09069351,-0.62189406,0.14275783,0.077818096,0.49135065,-0.57113045,0.1389223,0.44527385,0.39186972
40.0,-0.80305105,0.49468315,-0.4063752,0.46749318,0.8588403,0.5834524,-0.049663056,0.8733283,0.8342704,0.53395015,-0.79961085,0.10729133,1.5590067,0.6965951,0.07154094,0.120202616,-0.08472934,-0.92033863,0.8447437,0.30395505,0.4955841,0.16696364,-0.3463701,0.79601896,-0.109428406,-0.8066316,0.81493413,-0.055267222,-0.36271855,0.5802157
18.0,-0.2285171,-0.57960874,0.5111284,-1.1296397,0.41648078,-0.1675539,-0.5723042,-0.7776693,0.47155052,0.6534874,-1.4141731,0.85272413,0.7261315,-0.20055276,1.0983012,-0.92847824,0.5182063,1.0442992,-0.3218711,2.241721,-0.4353855,-0.7011448,0.033171475,0.5592536,0.058954142,-0.39266983,-2.4641387,1.0636225,-0.42339617,1.3465415
66.0,-0.5917773,0.13801494,0.9893298,-0.56062096,-0.7341417,0.11976381,-0.42911366,0.9511462,0.0077832206,-0.38046965,-1.2838324,0.79193807,-1.2110769,-0.32293838,0.5544642,-0.44898286,0.21345735,0.6346862,0.34024706,0.860054,-0.2976678,0.024463538,-0.8743608,-0.041799814,0.0597769,-0.07823299,-0.23547247,-0.15096164,0.6567651,0.51809597
45.0,0.6720119,-0.44944364,2.0162795,-0.3850822,0.23863265,-0.55387044,1.2483766,-1.353344,0.24089307,1.421391,0.17544523,0.94864655,0.014597405,0.63939947,0.20230448,0.5613636,0.15380768,0.8461466,-1.9913901,3.1349103,0.6697086,0.5502716,-0.8105793,0.6054163,0.70427996,1.0168529,-0.39866737,1.9153134,0.23519617,0.64673936
22.0,0.25568387,0.44368073,1.2361455,0.8085131,-0.3709184,-0.8640564,-0.3574023,-1.4131105,-0.87108725,-0.14119202,0.19021289,0.4645645,0.37122205,-0.030918663,0.4843091,0.88525224,1.175014,0.12201609,-1.0594991,-0.4141311,-1.0742999,-1.2814226,0.20261173,-0.8299388,0.816726,0.63661504,-0.060172774,-0.79097927,0.3629844,0.23054002
41.0,-1.067834,0.12818946,-0.31150833,0.019745281,0.68711054,0.013147465,0.15355802,0.027771585,0.8972864,0.3155683,0.13964514,-0.4723831,0.100821905,0.3207359,0.17945217,-0.15878935,0.27532372,-0.2924501,0.25627732,-0.8021153,-0.6910714,0.103181966,-0.054757375,-0.575078,0.40731436,-0.5473395,-0.5176091,-0.3933727,-0.38975173,0.10810517
18.0,0.20780572,0.3715679,-2.3466995,0.6577537,0.3516539,-0.6996076,0.4608014,0.36316454,-2.5125413,1.3027276,0.3685785,0.3015152,0.973342,-1.4010322,-1.3552561,0.38835055,-0.23141026,0.92047167,0.4990536,0.73552215,1.2132198,0.6256013,-0.016227303,0.5237359,-0.030038975,0.6189066,-0.2715513,0.24957377,1.6104665,1.5562377
56.0,3.028712,-0.59479856,3.899119,-0.35662818,2.957455,-4.6795106,-2.4881244,3.4995599,-0.3535716,-4.234467,2.4006326,-2.7914264,0.5960186,-3.1599011,-0.1882986,-5.6589513,3.9997942,-3.107322,2.0323575,-0.7269984,0.019769449,-2.285611,-0.16305926,0.6727049,-0.2925639,-2.299095,-2.2186027,-0.75458914,9.701306,-0.5789892
25.0,-0.5258418,-0.25271803,-0.104857825,-0.6864623,0.14360024,1.4133584,-0.8712187,-1.1901186,0.031812657,1.1243424,0.056543417,-0.24638435,1.1458412,0.26619864,-0.07053519,-0.31796712,0.36161974,0.17414473,-0.74008465,0.038446423,0.26028517,-0.61485934,0.2946519,-0.31554243,-0.015923206,0.46585372,-0.15440336,-0.20848161,0.35960928,0.121623196
36.0,-0.053825613,1.0974911,0.40559107,-0.3461634,-1.0419416,-0.057026073,-0.073915794,-0.4983185,0.36017036,-0.4273118,-0.04107539,0.34358108,0.4688695,0.7141973,0.4334558,0.15478545,-0.83711785,0.19718152,-0.04683026,-0.17378083,-1.1344168,-0.5479524,-0.004231566,0.781721,-0.2950396,-0.4333297,-1.174919,0.21560581,0.7338724,0.65815955
14.0,0.5884658,0.026782762,-0.64186203,1.1537049,2.5522995,-0.12615359,0.77955,1.3480965,-0.9380267,-1.9665178,0.37940547,2.6155565,-0.10376204,-0.50417227,1.7442747,2.3340778,1.5342695,-1.3243185,-0.42266977,0.9917907,0.91176933,-0.7893971,0.49890962,-1.6941568,1.8223934,-0.59224725,-0.7546562,1.960626,-1.7412504,0.4429732
37.0,-0.6500053,0.10272132,0.8103856,0.14827766,-0.25366184,1.1520905,0.55300313,0.30251607,-0.15624501,0.6566468,-0.070841976,-0.24147704,0.5488243,0.7035999,-0.28636718,0.045996144,-0.08466191,0.09032579,0.3725247,1.0358189,-0.06171117,-0.42943114,0.09988409,0.2337017,-0.02853124,-0.36737692,-0.19866526,0.25014606,-0.38440865,0.24145837
26.0,-0.27047768,0.34535924,0.81323075,0.009163105,0.82778794,-0.5628507,0.47193673,1.2597481,-0.1322595,-0.4945872,-0.20034403,1.1170284,-0.35350403,0.117095456,1.1860628,-0.14858162,-0.36595494,-0.16283092,-1.3220115,0.6618404,0.49764162,-0.8866894,-1.0750068,-0.2803398,0.9276809,-0.9137505,-0.30561355,1.397487,0.9622805,0.88036764
26.0,0.11932887,-1.5685081,0.12720056,-1.03997,-0.7923541,1.5112993,-0.8198787,-0.996058,-1.2255713,-0.4470735,0.14812884,0.5361996,1.2112345,-0.39876816,0.3074234,0.62746274,0.07998875,0.45625988,-1.7753842,1.6942168,-0.34608567,-0.6183,0.8206298,-0.5704719,0.48004746,0.38767955,0.09517711,1.0281676,0.5814954,0.6467512
40.0,0.06479634,0.22290003,1.0493274,-0.15300064,-1.1256858,1.5281715,-0.29490212,-0.026034813,-0.16566166,0.0009764823,-0.07174275,-0.30139253,0.9465781,-0.47360983,-0.18620275,-0.21627194,-0.35017765,-0.27904463,0.3453203,2.120403,-0.024602115,1.1342001,0.83669597,-0.34606704,0.089606695,-1.1320539,0.94542086,0.88386077,0.4612181,1.1232176
37.0,-0.6390887,0.20706308,-0.6788074,-0.44311023,0.877058,0.068482846,-0.38412192,-0.213765,0.23229279,-0.31569654,0.8136314,0.24425216,0.3785598,0.46076724,0.432111,0.1587424,-0.031390514,-0.93627876,-0.47083408,0.06784726,0.2439109,-0.7176276,-0.059391275,0.045628235,0.35458562,-0.4008916,0.15200329,0.11902622,0.12570782,-0.037924852
57.0,-0.8065207,0.3531048,-1.1442213,0.0016939022,0.02485733,-0.37315148,1.0884918,0.2641953,-0.25869626,1.2151043,1.3593117,-0.54551286,-0.44668484,-0.25861436,-0.38061178,-0.9441297,0.71811163,0.20887047,-0.23642597,-0.44245368,-0.003411186,-0.41095015,0.6492383,-0.19245812,-0.47594583,-0.51108813,-0.45012078,-0.27063027,0.2837926,-0.33094904
1.0,0.17282905,-1.9431287,-0.6411308,1.8074802,-1.5760214,-0.5423866,-0.27057016,0.2080035,1.5954195,-0.09779515,-0.29888135,-1.471736,-1.754626,0.7970608,0.44178146,-1.88036,0.49318597,-0.009598457,0.13856292,-0.04237507,0.6724197,0.28075695,-0.5758797,1.1245177,-1.17368,0.51487404,0.27815154,-0.7551161,-1.1002176,0.16509414
28.0,-0.8222272,-0.10573808,1.0412561,-0.13574736,-1.040678,0.7473913,-0.15431833,0.1797316,-0.5807693,-0.37384063,0.24659863,-0.100880414,-0.0514746,-0.74712116,-0.22594555,-0.12316966,-0.2097043,-0.42527387,0.16505036,0.6002266,0.40855786,0.1972861,0.67421865,0.3250781,0.54794973,-0.1358628,0.8538193,0.27988368,0.57845813,1.3401097
25.0,-0.45364568,0.3111428,0.30803165,0.5004066,-0.4166174,-0.2498256,0.6570778,-0.08588038,-0.51337963,0.023313181,0.4029597,0.53318566,-0.23696476,0.39745682,-0.67689896,-0.48891085,0.13323796,-0.68391395,0.045139547,0.19063137,-0.39808068,-0.012086833,0.631573,0.17582321,0.41818213,-0.13210857,-0.2011069,0.039097637,-0.8498145,0.041119795
20.0,-0.86666584,0.13900205,0.2221808,-0.51034725,-0.12824202,-0.1521936,-0.7381656,-0.2405787,-0.07718469,-0.41722706,0.16751769,0.35287407,-0.26609394,-0.07993549,0.52561367,0.18455309,-0.12533462,-0.91824794,0.13303104,-0.27527896,0.5134201,0.33949116,-0.59709716,0.70865154,0.18803234,0.1769139,-0.76155496,0.18986312,0.5456876,0.8962879
30.0,-0.07419813,0.9085997,-1.726495,-1.5146405,0.79141563,-0.017618993,-0.5288188,0.12934022,1.3183203,-0.6479334,0.86648095,-0.31644017,0.907431,0.47218683,1.3741394,-0.63767046,-1.5859767,-0.6347272,-1.1536021,-0.104566164,1.0031825,-0.2382658,-0.79261845,0.2575694,0.7112032,0.18625453,0.89127356,-0.20091128,-0.01900508,-0.3702449
22.0,-0.882393,-0.50184757,0.10252828,-0.5585918,0.53964126,0.0329747,-0.052257575,0.41760728,0.7387907,0.797935,-0.42825177,-0.7474165,0.57622933,-0.29667524,-0.20373392,-1.0078288,0.31827885,-0.61258245,-0.05360967,-0.63827074,0.07565362,-0.06856149,0.32902268,0.28542998,0.83381754,-1.1316811,-0.3555633,0.17516237,-0.2519598,0.08691115
42.0,2.3356354,0.27424437,3.6272135,-2.0863183,-0.11018418,-1.2685657,-0.48881692,2.4130428,5.727714,0.3174773,-0.07093987,0.16016114,1.399255,-2.4396937,0.39633363,-2.8636901,0.3805274,1.4337778,-0.2560268,-1.3934815,1.7250962,-1.0951976,0.59725654,0.40223053,-3.5366728,-2.7728434,-0.7900186,1.6811682,-0.4934926,3.2350917
17.0,-0.95684415,0.07269645,0.82794595,0.12052395,-0.0032792117,0.24318536,0.60668457,0.79755163,-0.47145057,-0.20919801,0.2730529,-0.27639055,-0.98151046,-0.03616046,-0.46478322,0.080341816,-0.64997226,0.30903932,0.045971245,0.25342622,0.33922076,-0.58437485,0.30789012,0.25675535,0.99632853,0.73034036,0.10088881,-0.59086937,-0.9125264,0.1298717
73.0,0.31239417,-1.016043,-2.2491415,0.6661434,1.2738782,-0.574162,0.40277192,2.6820884,-1.4605579,3.4694571,0.82079023,2.0661917,1.5538886,1.0300626,-1.5681466,-0.3378022,0.804043,1.3886622,0.85528225,-2.1742873,-0.38493982,3.0587971,0.214951,2.494446,-2.0421703,-0.29379973,-1.5874944,0.51707065,0.69165164,0.40578356
70.0,-0.42117655,0.36019364,1.5001264,0.66541666,-0.46190423,0.32269788,2.028002,1.3444815,-1.5712265,0.092400365,-0.055618707,0.6893859,-1.7092154,-0.5006674,-0.9837755,0.23265849,-0.48293936,1.4803739,-0.7801805,0.36260048,0.5453257,0.19375724,-0.31268606,-0.4832443,-0.33475563,2.0754704,0.0791371,-1.1611365,-0.9154069,0.02807105
26.0,-0.16596721,0.9290623,-1.9112881,-2.320763,1.2292744,0.038592134,-0.68655366,0.98927975,-0.18827835,-3.7239614,-0.36829394,0.56217754,1.2640984,0.95903677,0.8518455,-0.017575538,-0.24276218,-0.34370723,-1.8067975,0.080292076,0.8652821,-1.7575729,-0.029464794,0.031972397,-0.9401373,1.7789571,2.0145586,-0.49790478,-0.39767253,-0.4910643
72.0,-0.0847376,0.6945311,-0.031891838,2.8448157,1.6144117,-0.14068323,-0.074464254,-0.8986615,0.10527684,0.0012807623,-2.006848,-0.79288685,-0.24743246,-0.85070705,-3.3488169,-1.5458926,-1.917103,0.99409336,0.3309341,-0.568761,0.253833,-1.429997,0.14742851,0.34754512,-2.6455257,-0.33830443,0.19641699,1.5921617,0.19707169,-1.2649963
49.0,0.39355507,0.87362283,1.2329011,-0.24328344,-0.54230726,0.67628294,0.03743865,0.27940163,0.79209656,-0.573164,-1.1536151,-0.13910633,-0.83739156,0.1986867,0.989684,-0.2160006,0.65710473,-0.74386734,0.009518866,-0.099195816,0.09124899,-0.3243571,1.4337147,-0.87938285,-1.1804582,-0.53617,-0.022077363,-0.52881444,-0.03739669,0.2151043
25.0,0.31391525,1.7803609,-0.70957786,0.2052188,-0.47828844,0.2880932,0.69376206,-0.23390827,0.5472954,0.18338698,0.037960865,1.2192035,1.2798972,-0.668494,-1.3210783,0.9943628,-0.13277672,-1.0048459,-0.8270711,0.5690408,0.21001835,0.22174329,-0.3537341,-0.28457507,2.2900593,-0.73265344,-0.10148122,0.07974792,1.4163138,-0.9079156
38.0,1.0591465,0.5621089,-0.33337337,-0.99808884,0.246772,2.4502656,-0.48656416,-1.1450998,0.08218818,-1.0195998,-1.4049563,0.08711029,3.1326883,2.4758537,0.17859402,1.3733981,-0.533967,0.29060692,-0.72339547,0.36513504,-0.5360351,0.9307945,-1.2319345,-0.14608283,-1.5019274,1.5863886,0.19074233,-0.5684059,1.0404862,-1.2973933
26.0,0.24228892,-0.3738151,1.1562457,-0.42813727,1.361942,-0.851624,-0.6794808,2.8506196,2.0100262,-0.022853594,0.013963738,-0.29853114,-0.05027539,-0.8018409,-0.25078955,-1.1590747,-0.28703192,1.375989,1.6223016,1.5416268,-2.1402433,-1.3431109,-0.8305614,-0.3328509,0.2108305,0.2196554,-0.9376209,0.36433354,2.517846,-1.012658
40.0,0.24766417,-0.3545134,0.4768784,-1.8384808,0.73609924,0.7699503,0.094699904,1.2245548,0.59897935,-1.8119173,-0.035802543,-0.42769274,-0.03861894,-1.6334199,2.142352,-1.7547239,-0.36820433,-1.5647315,-1.9759244,-0.15193193,0.7780203,-0.20809466,1.3709619,0.7788568,-1.3291607,0.761454,2.3202016,0.7573697,0.37607622,-1.0688615
1.0,-0.23273256,-1.3602302,-1.332918,0.9010017,-2.1109905,-0.37423208,0.40849963,0.9255444,1.3710839,0.06689602,-0.8333406,-0.5456234,0.11243308,0.2506108,-0.6103855,0.29082975,-0.3075732,-0.793853,-0.42843872,0.7478426,-0.26207742,-0.19069369,-0.017155593,0.19027132,0.16591774,0.41528478,0.34141594,0.4441083,1.2103637,-0.86295766
9.0,0.9657841,-0.96493506,-0.82969004,1.1226814,2.4488752,-1.3636589,-0.57098544,0.58600724,-2.4285815,0.03687527,-0.7880269,1.5645775,-0.4703335,-0.7677438,1.6063908,0.50817263,0.4583409,-2.174894,0.7969245,-0.47875294,1.596397,-0.09700864,-1.1665499,-0.151972,0.93601686,0.044179164,0.0052172444,0.22286248,-1.1974496,2.5081003
1.0,-0.5328527,-1.8845747,-0.6213928,0.90664595,-2.2113416,-0.83311296,0.38576427,0.5255811,0.509643,0.44436097,-0.5949125,-0.9547224,-0.07412792,-0.61810267,1.023887,0.86896193,0.2021669,-0.93225014,0.6395337,0.54526806,0.6895055,-0.5684555,0.010092428,0.21245661,-0.6345073,0.7130157,0.5306382,0.023502743,0.8334995,-0.8540806
18.0,0.29208082,0.21301964,-1.65431,-1.1739627,0.09294025,1.1929607,-1.7082263,-0.23287764,0.11470848,0.20700018,1.1754327,0.65102005,-1.1176459,-1.6010938,-1.7028165,2.3842843,0.59764636,-2.7822368,1.6867969,0.65441006,1.2956471,0.7829541,0.4429618,-1.6566578,-0.12030865,1.1643242,-1.0147914,-1.1104769,-0.9227816,1.4623096
2.0,-0.25944418,-1.635626,-1.8724182,0.42369974,-0.75454,-0.28250405,-0.8998347,0.028243305,1.3374885,0.11833379,0.27017468,-0.7819341,0.46393007,0.07620844,0.6398412,1.6768568,-0.9033464,0.0043431404,-0.44320726,-0.37388924,0.01853952,-0.44083026,0.13788298,0.163766,-1.1195573,1.3896292,-0.4957339,-0.47231352,1.0925959,0.50689244
35.0,-0.7734328,0.10395655,0.8170697,0.04880713,-0.73871946,-0.033288013,-0.07094142,-0.19298463,0.3252465,-0.058581874,0.062011003,-0.07117564,-0.11516628,-0.32596403,-0.2901544,0.29218793,0.39500338,-0.14998555,0.33485097,-0.021821342,-0.45349222,0.5641604,-0.0018332314,0.45815977,-0.2786913,-0.9164238,-0.024004024,-0.11693318,0.65616757,1.1954737
42.0,-0.018404244,0.22209299,1.4420863,-0.3583438,-0.08950841,-0.62120813,0.6592371,0.30067173,-0.42503676,0.3233594,-0.8792883,1.331612,1.2323226,0.06182847,-1.1987945,0.5090099,1.8005699,0.8850545,-0.005686125,-0.33871418,3.2144148,1.0271729,-0.7421883,-2.1612306,0.54738706,-0.008983713,-0.3452689,-1.3943343,-1.7372366,-1.5503092
58.0,-0.4556285,0.8910714,1.181509,0.907224,-0.5949455,0.01271898,0.14472668,0.13620216,-0.27900422,-0.18303923,0.5596634,0.9809916,-0.36010644,0.03555963,-0.3264713,0.52667874,-0.053614177,0.89590466,0.04765343,-0.78727186,0.12874143,-0.030228226,0.12988426,0.02376122,0.39032078,0.5656472,0.61580735,-0.70462626,0.22177906,-0.8874999
38.0,-0.6342782,0.56614846,0.22559592,1.607383,0.6117256,0.11646455,-0.44815883,-0.94304425,0.6467187,-0.34800094,-1.1166931,0.4570243,0.999094,-1.1032059,-0.9827038,0.7775242,0.8789484,-1.1923535,1.2051904,0.40369427,0.5199405,-0.7363422,-0.46642986,-0.48178282,0.11993172,-0.8549402,1.5213438,-0.4515706,-0.7141137,-0.48118478
90.0,-0.006155473,0.6392337,-0.95977753,0.9353417,-0.17553289,0.30809674,0.7408172,0.101867914,-0.087081105,1.6380202,0.07540833,0.16730388,0.52766675,0.44813412,-1.2780391,-0.4367227,0.7699781,1.2818245,0.31829697,-1.0783842,0.1731336,0.50201434,0.58512014,0.7443136,-0.5802819,-0.23223574,0.9439862,-0.28613836,0.8700971,-1.7009497
26.0,-0.81339794,0.004421031,-0.6672976,-0.9356795,0.41154996,0.3267516,-0.87396204,0.09119577,0.32861757,0.040025946,-0.114256166,0.03528792,0.49981347,0.5648106,0.20163384,-0.37343743,-0.14566402,-0.1185205,-0.33894926,-0.6363526,0.5596973,-0.29332235,-0.60195166,0.6099497,0.3997463,0.13635135,-0.11447398,0.38091967,0.44869474,0.57011086
54.0,-0.2348888,0.62570304,0.5129038,1.4298155,1.5861626,-0.8443156,0.025874123,0.52998483,-0.03999131,-0.3166421,0.12737659,1.8824208,0.6008727,0.5091124,1.625064,0.03211605,-0.38617945,0.5283804,-0.40147868,-0.35861224,1.0711614,-1.2567726,-1.5828971,0.35337076,1.2646257,-0.89727163,-0.20426539,0.34862226,-0.48156098,-0.5766103
26.0,1.9535697,2.9061537,-3.7876756,0.7195901,-0.39303124,-3.2735567,0.74921507,-0.13920702,0.117463835,-3.2574885,-1.7441468,-0.04163485,1.6831043,-0.5510839,-0.5619301,-1.5879248,-0.31803817,3.2292323,1.811555,1.7067655,0.8178286,0.6010687,-0.45434225,0.027296439,0.92345655,-1.3047057,-0.6107207,-0.11779957,-0.7000044,-1.466072
29.0,0.5352663,1.393971,-1.7553658,-0.725121,-0.031016218,0.10564127,1.7273291,-0.4675062,0.9044816,-1.0122691,1.4516814,0.43239778,0.25262153,-1.8083775,1.5563177,0.44646952,-0.70755947,0.15532677,-0.6795523,0.9671644,0.58812565,0.47625273,1.2674893,1.900195,0.63960165,0.95590824,-1.2046078,-1.7499129,-0.633398,-1.7698432
24.0,-0.3270958,-0.5988232,-1.0656483,-1.5229697,0.20018214,-0.34002677,-0.49364212,-0.3472307,-1.462416,-0.82898587,0.1169146,1.1249546,0.016860593,-0.77838355,0.24166746,-0.6083969,1.4911745,0.2405114,-0.68884885,0.06342688,0.6581793,-0.46127674,-0.69703287,0.43610486,-1.2294481,1.317631,0.5814013,0.08810325,0.04538286,0.23397176
24.0,-0.99814224,-0.2432568,-0.83360267,-0.19861813,0.7228506,0.31167972,-0.29233134,-0.34658867,-0.0009220369,0.8587932,0.42409632,-1.152559,-0.26719344,-0.5067613,-0.07392336,-0.5689959,0.76540923,0.035907507,-0.10778838,-0.95541584,0.28085735,0.18893088,0.47066975,-0.47332636,0.9878873,0.2604312,-0.35591406,-0.08565824,-0.005007357,0.11143913
37.0,-0.44693828,0.102329604,0.63137215,-0.44288284,-0.5614011,0.9220175,-0.18694045,-0.6934222,-0.23933165,0.3091322,-0.57029396,0.3412776,0.34952006,0.16430503,-0.29964325,0.2042822,0.30296496,-0.1404815,-0.24938755,0.4974688,-0.50653213,0.1383403,0.17492425,-0.5803139,0.87804383,0.1659379,0.07001329,-0.055382773,0.43758836,-0.57209486
25.0,0.84721965,-2.1691895,0.3991383,-1.3653976,0.075418964,-0.26780698,-0.3305342,-2.4770396,-1.049566,0.32549408,-1.6307821,1.3760455,0.8030904,-1.0976498,0.5715152,-0.5090312,-0.2317047,0.872339,-0.5423002,1.4347261,-0.43379965,-0.6572746,0.04062469,-1.4794742,1.7188367,-0.6612226,0.66080225,-1.0183558,0.08019571,0.44092077
27.0,-1.2406286,0.068327986,0.33452702,0.064584486,-0.17753345,0.12108856,0.3110961,0.021023348,0.30752996,-0.015546183,-0.4357569,-0.28496096,-0.36703703,-0.0712354,-0.041229427,0.03742176,0.45616964,0.014129856,0.77456677,-0.027811348,-0.016860873,0.1248444,-0.10293275,0.03421032,0.68827456,-0.393264,0.016692795,0.023434643,-0.1211269,0.10174707
44.0,-0.6760517,0.31623623,0.9766436,-0.31651774,-0.5710136,0.12890565,0.59395057,0.4562819,0.15601724,-0.23115256,-0.05699741,0.1208596,-0.5737882,0.1599433,-0.34536162,-0.3336252,-0.74495316,-0.024252161,-0.004259005,0.37315038,-0.20502867,-0.5436328,-0.60344404,0.3799521,-0.2882305,0.9502282,-1.0701594,-0.32774082,-0.75533676,0.628432
25.0,0.1508478,1.604581,-2.4427679,-1.005542,-1.1693597,-0.6684658,0.042898946,-0.3969006,-0.012296433,1.6458678,1.8719877,-1.5263762,0.4822208,0.18983126,-1.7669345,-1.9502985,0.17434692,0.32971066,-0.49482828,1.2466854,0.32173672,2.785544,1.1390448,-0.50676703,0.92707306,-0.772289,0.1321093,-0.13952397,0.09051109,-1.511031
47.0,0.90619016,-0.039705023,1.8498975,-0.7337826,0.40435156,0.06722015,1.017953,-1.1655506,-0.4938458,1.2194889,-1.2530704,1.0583322,1.1031104,0.06584631,-0.08097292,-0.22144412,-0.9817102,0.5107232,-0.89628136,0.21799861,-0.5797343,1.3866105,-0.57788247,-0.05527745,-0.11083254,1.7090908,-0.7275471,-0.5153418,-1.3332372,-1.533675
28.0,-0.58019495,0.5786384,0.052978188,-0.43730986,-0.6347261,-0.84111893,-0.2985353,0.37567294,-0.6444601,-0.43698645,-1.7532599,-0.2934754,-2.5346901,-0.7831559,0.055335697,1.8207864,0.8949522,0.41704288,-0.5539034,0.7213732,-0.6406314,0.96745354,-1.4745724,-1.3093784,-0.69663495,-1.0970035,0.19658385,-0.024693161,-0.052980475,-0.6111225
18.0,-0.741972,0.6726726,-0.22040288,0.25095898,0.19098291,-0.2817695,-0.17356187,-0.71779245,0.4105745,-0.50881004,-0.38482153,0.10587029,0.02413621,0.22043905,-0.22649014,-0.19732918,-0.17688021,-0.13722835,-0.35236305,0.13461949,0.15291886,-0.078599826,-0.30451894,1.344661,0.4643535,-0.4410479,-0.45002937,0.36312565,-0.062887475,-0.4670797
35.0,-0.091546275,0.028673992,2.0502572,0.5244746,-1.0878953,0.5778737,-0.15691632,0.43542787,-0.8685811,-0.01637819,1.2033709,0.25449672,-0.002364357,-0.023906372,0.034032114,0.16631384,0.10764089,0.2830948,0.33624893,0.95510185,0.34243527,0.1221504,1.7653494,0.44547546,-0.95601076,0.6331315,-0.3924594,-0.045735687,-0.8587157,1.5214012
35.0,-0.46327645,0.58052737,0.80714744,-0.5586354,-0.59313923,0.55677396,-0.10219479,0.90498376,-0.7693402,-1.1906403,0.40531084,0.48334727,-0.7987099,0.0020071177,0.16730036,0.20556311,-1.0387003,-0.32046318,-0.9036937,0.5492206,0.35906214,0.1630201,-0.21547933,-0.21679045,0.15523466,0.099891916,0.8165552,0.63001084,0.26958954,0.18874994
23.0,-0.124046534,0.53916806,1.0301939,-0.112675115,-1.3375523,0.52772695,-0.81915593,-0.83415884,-1.3748367,-0.30007115,0.07300099,0.37782788,0.7708157,0.282924,-0.7428632,0.65999734,0.6429092,0.61575234,-0.9204732,0.42899957,-0.84949666,0.4578634,0.76339877,0.7308697,0.3477747,-0.67245,-0.22455291,0.3521965,0.15834868,0.45183358
